State,City,%medianIncome,%highSchoolAbove25,%belowPoverty,%White,%Black,%NativeAmerican,%Asian,%Hispanic,ID
GA,Alpharetta city,92839,96.7,6.4,70,10.9,0.2,13.4,8.5,CS4569
GA,Alston town,41250,83.8,14.5,84.3,12.6,0,0,1.3,CS4570
GA,Alto town,34432,54.1,42.1,57.8,2.3,0.3,3.5,43.6,CS4571
GA,Ambrose city,17778,69.1,43.1,65.5,16.8,0.3,0,25,CS4572
GA,Americus city,24886,77.4,41.5,30.6,63.5,0.3,1.8,4.6,CS4573
GA,Andersonville city,32625,67.3,21.4,60.8,35.3,1.6,0,3.1,CS4574
GA,Arabi town,25000,73.8,34.4,76.5,22.9,0,0,0.2,CS4575
GA,Aragon city,30341,65.5,28.3,88.5,5.5,0.5,0.6,5,CS4576
GA,Arcade city,39167,71.6,22.5,88.9,7.3,0.3,1.1,2.4,CS4577
GA,Argyle town,33125,66.3,23.2,51.9,44.3,0,0,3.8,CS4578
GA,Arlington city,21429,71.2,37.5,21.7,76.1,0.2,0,1.6,CS4579
GA,Arnoldsville city,41786,87,4.2,86.3,7.3,0.6,2.8,3.1,CS4580
GA,Ashburn city,24218,66.3,26.4,30.5,65.4,0.2,0.6,3.2,CS4581
GA,Athens-Clarke County unified government (balance),32010,86.2,36.9,61.8,26.6,0.2,4.2,10.5,CS4582
GA,Atlanta city,47527,89,24.6,38.4,54,0.2,3.1,5.2,CS4583
GA,Attapulgus city,30000,62.9,28.9,41,48.8,0.7,0.9,15.4,CS4584
GA,Auburn city,46830,83.3,19,85.3,4.9,0.4,4.1,7.7,CS4585
GA,Augusta-Richmond County consolidated government (balance),37337,83.1,25.4,39.1,54.7,0.3,1.7,4.1,CS4586
GA,Austell city,47378,84.2,17.2,33,55.4,0.2,1.5,11.9,CS4587
GA,Avalon town,37708,73.2,16.5,84,10.3,0.5,0,0.9,CS4588
GA,Avera city,26250,87.6,23.6,91.1,6.9,0,0,0,CS4589
GA,Avondale Estates city,77344,99,4.2,80.9,14.5,0.1,1.9,2.2,CS4590
GA,Baconton city,24531,72.9,40.2,38.3,58.4,0.2,0.7,1.1,CS4591
GA,Bainbridge city,25429,80.3,31.2,41.1,54.7,0.3,0.8,4.1,CS4592
GA,Baldwin city,33319,67.4,33.4,73.3,3.5,1.7,2.8,37.4,CS4593
GA,Ball Ground city,65125,89.2,8.4,96.4,0.8,0.1,0.4,1.6,CS4594
GA,Barnesville city,28625,84,33.3,40.5,56.4,0.2,0.3,1.6,CS4595
GA,Bartow town,28000,71.8,15.8,41.3,58.4,0,0,0.3,CS4596
GA,Barwick city,26776,76.3,36.3,46.9,48.2,0.8,0.3,3.9,CS4597
GA,Baxley city,36674,77.9,21.6,55.5,35.8,0.2,1.3,10.6,CS4598
GA,Bellville city,51250,98.1,9.8,91.9,7.3,0,0,1.6,CS4599
GA,Belvedere Park CDP,39570,80.5,27.1,19.2,76.3,0.3,0.8,3.5,CS4600
GA,Berkeley Lake city,118571,95.9,3,75.5,5.7,0.1,14.3,3.6,CS4601
GA,Berlin city,30192,73.5,21.1,63.3,16.2,1.1,0.2,23,CS4602
GA,Bethlehem town,41094,78.1,22.3,83.2,8.2,0.3,2.2,6.8,CS4603
GA,Between town,61667,93.8,7.3,90.9,7.4,0,0,3.4,CS4604
GA,Bishop town,58250,93,8.5,93.3,3.6,0,2.2,3.1,CS4605
GA,Blackshear city,30606,78.3,31.2,75,20.6,0.6,0.7,3.2,CS4606
GA,Blairsville city,19107,68.1,27.4,91,4.6,0.6,0.2,4.6,CS4607
GA,Blakely city,26726,78.2,33.3,33.6,64.2,0.3,0.5,2,CS4608
GA,Bloomingdale city,46681,87.2,11.9,87.7,7.6,0.3,1.4,4.7,CS4609
GA,Blue Ridge city,32895,71.5,23.9,94.3,1.2,0.2,0.5,4.5,CS4610
GA,Blythe city,42604,89.3,19.6,81.1,14,0.4,0.6,4.3,CS4611
GA,Bogart town,41316,84.4,14.2,85.9,6.7,0.2,2.4,7.8,CS4612
GA,Bonanza CDP,46581,82,16.7,22.7,68.1,0.4,2.3,10.6,CS4613
GA,Boston city,24261,74,32.8,32.9,65.3,0.5,0,2.1,CS4614
GA,Bostwick city,82188,87.1,14.6,83,12.6,0,0,2.2,CS4615
GA,Bowdon city,22102,67.4,41.1,72.1,23.3,0.3,0.4,3.2,CS4616
GA,Bowersville town,38750,89.2,17.8,72.9,20.4,0.2,0,4.7,CS4617
GA,Bowman city,26439,68.5,27.8,71.3,26.7,0,0.2,3.4,CS4618
GA,Braselton town,84069,91,7.4,82.9,8.8,0.4,3.9,8.2,CS4619
GA,Braswell town,52656,83.8,14.9,91,6.9,0,0,2.6,CS4620
GA,Bremen city,56272,84.9,19.8,89.1,7.8,0.2,0.9,1.8,CS4621
GA,Brinson town,36042,71.3,18,72.6,26,0,0,4.7,CS4622
GA,Bronwood town,46667,52.6,38.2,28.4,68.9,1.8,0,3.6,CS4623
GA,Brooklet city,55185,93.2,10.5,85.1,11.5,0.4,0.3,1.6,CS4624
GA,Brooks town,75313,97.2,13.3,96.2,0.6,0.2,0.6,3.8,CS4625
GA,Broxton city,19135,70.9,33.9,51.2,42.6,0.2,0.5,9.5,CS4626
GA,Brunswick city,26222,78.8,35.3,31.4,59.2,0.3,0.6,11.3,CS4627
GA,Buchanan city,25625,68.9,29.8,88,8,0.2,0.4,3.2,CS4628
GA,Buckhead town,38636,84.8,17.6,77.8,21.6,0,0,1.2,CS4629
GA,Buena Vista city,25120,74,27.2,19.2,65.5,0.6,0.4,16.9,CS4630
GA,Buford city,47354,73.8,19.2,65.8,13.8,0.3,2.9,25.5,CS4631
GA,Butler city,31136,69.4,33,46.8,51.4,0,0.8,2,CS4632
GA,Byromville town,24167,69.9,31.9,44.3,49.3,0,0.2,13.9,CS4633
GA,Byron city,53491,94.6,11.5,65.4,29,0.2,1.8,3.9,CS4634
GA,Cadwell town,21563,76.7,49.5,70.1,29.2,0,0,2.1,CS4635
GA,Cairo city,25459,69.8,42.6,40.5,48.2,0.6,0.7,14.4,CS4636
GA,Calhoun city,34814,68.8,24.3,73.3,6.8,0.5,1.7,25,CS4637
GA,Calvary CDP,67125,100,6.2,78.9,8.7,0.6,0,13,CS4638
GA,Camak town,46125,86.3,15.5,48.6,50,0,0,1.4,CS4639
GA,Camilla city,24549,72.5,33.3,24.9,69.2,0.3,0.9,4.6,CS4640
GA,Candler-McAfee CDP,34443,80.2,28,6.4,91.3,0.3,0.2,1.3,CS4641
GA,Canon city,27083,49.5,28.5,90.4,2.9,0.7,1,6.6,CS4642
GA,Canton city,50763,77.1,19,75.6,8.9,0.8,1.3,22.5,CS4643
GA,Carl town,42500,89,32.1,85.1,7.1,0.4,4.3,3.9,CS4644
GA,Carlton city,37679,75.2,22.5,77.7,20.4,0.8,0.8,1.2,CS4645
GA,Carnesville city,30625,81.9,35.4,82.3,14.7,0,0.7,2.1,CS4646
GA,Carrollton city,34055,78.3,28.7,58.4,31.9,0.4,1.4,10.8,CS4647
GA,Cartersville city,47611,81.2,14.9,70.8,18.5,0.4,1,12.7,CS4648
GA,Cave Spring city,36429,81.4,23.2,84.7,12.9,0,0.6,2,CS4649
GA,Cecil city,34375,64.8,29.5,50,43.4,0,2.1,4.5,CS4650
GA,Cedartown city,26897,62.5,31,56.5,18.8,0.5,1,31,CS4651
GA,Centerville city,54943,86.4,12.8,70.8,19.9,0.5,4.1,5.9,CS4652
GA,Centralhatchee town,46094,81.7,28.3,85.5,9.6,1.7,0.2,0,CS4653
GA,Chamblee city,47379,73.1,28.6,45.1,7,2.1,8,58.5,CS4654
GA,Chatsworth city,39213,77.9,11.9,84.6,1,0.5,0.6,19.2,CS4655
GA,Chattahoochee Hills city,60567,93,13.5,68.6,28,0.2,0.3,5.6,CS4656
GA,Chattanooga Valley CDP,41618,78.3,15.9,96.5,0.9,0.5,0.3,1.6,CS4657
GA,Chauncey city,31719,78.2,33.9,64.9,33.9,0,0,3.5,CS4658
GA,Cherry Log CDP,40446,100,0,99.2,0,0,0,0,CS4659
GA,Chester town,21071,69.7,33.5,40.9,57.8,0.1,0.2,3.6,CS4660
GA,Chickamauga city,45481,87.3,15.1,95.9,0.7,0.1,0.6,1.1,CS4661
GA,Clarkesville city,38558,88.2,17.8,90.3,4.8,0.2,1.1,5.5,CS4662
GA,Clarkston city,34287,70.1,40.1,13.6,58.4,0.2,21.6,2.8,CS4663
GA,Claxton city,31667,77.3,30.3,48,42,0,1,9.6,CS4664
GA,Clayton city,28081,79.1,19.6,85.1,1.5,0.5,0.7,20.8,CS4665
GA,Clermont town,62000,83.9,4.7,96.6,0.7,0.2,0,2.1,CS4666
GA,Cleveland city,33494,91.1,17,87.8,6.9,0.6,1,4.4,CS4667
GA,Climax city,43571,74.3,17.6,62.5,35.4,0.4,0.4,1.4,CS4668
GA,Cobbtown city,30250,79.6,19.8,88.9,5.7,1.1,0,4,CS4669
GA,Cochran city,30273,75.1,38.1,48.2,48.5,0.1,1.6,1.8,CS4670
GA,Cohutta city,33000,87.3,10.9,95.8,2.3,0.3,0.6,2,CS4671
GA,Colbert city,39500,84.6,26.5,91.9,6.8,0.2,0.2,2,CS4672
GA,College Park city,27570,78.6,38.4,13,79.4,0.4,0.9,6.9,CS4673
GA,Collins city,21033,62.8,41.3,58.2,38,0,0,3.3,CS4674
GA,Colquitt city,22813,76.9,41.8,51,46.6,0.2,1,2,CS4675
GA,Columbus city,42306,86.4,20.5,46.3,45.5,0.4,2.2,6.4,CS4676
GA,Comer city,39750,79,27.4,78.5,17.1,0.6,2.1,1.3,CS4677
GA,Commerce city,40767,76.1,23.2,79.1,13.5,0.4,1.1,7.7,CS4678
GA,Concord city,63750,90.3,19.8,81.3,15.7,0.3,0,1.3,CS4679
GA,Conley CDP,32132,71.3,36.2,19.7,57.6,0.4,3.3,23.8,CS4680
GA,Conyers city,37293,82.4,27.8,29.9,56.6,0.3,1.4,16.3,CS4681
GA,Coolidge city,23516,73.3,28.6,47.4,43.2,0.4,1.5,4.8,CS4682
GA,Cordele city,22417,75,48.7,29,66.6,0.1,1.3,3.3,CS4683
GA,Cornelia city,29956,70,39.3,67.7,5.7,0.9,4.2,34.8,CS4684
GA,Country Club Estates CDP,34471,82.9,25.1,45.1,46.6,0.3,1.7,7.6,CS4685
GA,Covington city,36678,77.8,25.1,46.8,47.4,0.2,0.7,5.5,CS4686
GA,Crawford city,23571,59.8,23.1,63.6,32.1,0,1,1.9,CS4687
GA,Crawfordville city,27279,60.9,36.6,37.5,59.7,0.2,0.7,1.5,CS4688
GA,Crooked Creek CDP,61734,92.4,19.5,92,6.4,0.3,0.3,1.4,CS4689
GA,Culloden city,34519,61.4,24,42.3,57.7,0,0,0.6,CS4690
GA,Cumming city,43491,81.1,20.7,76.6,2.9,0.5,1.4,31.4,CS4691
GA,Cusseta-Chattahoochee County unified government,43378,91.8,11.5,68.8,18.8,0.7,2.2,12.4,CS4692
GA,Cuthbert city,23800,67.5,37.5,19.5,78.8,0.1,0.5,1.7,CS4693
GA,Dacula city,52767,71.3,19.1,76.6,11.3,0.3,3.2,13.6,CS4694
GA,Dahlonega city,35477,86.8,20.3,91.3,3.1,0.4,1.2,6,CS4695
GA,Daisy city,40625,83,24,79.8,17.1,0,0,3.1,CS4696
GA,Dallas city,49417,86.8,28,61.1,31.2,0.4,1.3,7.2,CS4697
GA,Dalton city,35074,61.9,23.8,65,6.4,0.6,2.4,48,CS4698
GA,Damascus city,20179,79.1,31.9,32.3,63.8,0,2.4,0.4,CS4699
GA,Danielsville city,47891,78.1,13.7,96.3,0.5,0.4,0.2,2.9,CS4700
GA,Danville town,35000,69.6,22.4,60.9,39.1,0,0,2.5,CS4701
GA,Darien city,25776,84.9,40.4,52.9,44.2,0.3,0.8,1.9,CS4702
GA,Dasher town,51711,86,20.2,85.6,8.2,0.4,0.4,4.6,CS4703
GA,Davisboro city,29318,72.4,21.6,36.4,61.5,0,0.4,7,CS4704
GA,Dawson city,22065,63.7,49.2,18.8,78.3,0.1,0.4,2.2,CS4705
GA,Dawsonville city,49808,86.1,19,94.6,1.7,0.1,0.6,4.7,CS4706
GA,Dearing town,36417,76,21,87.8,9.1,0.5,0.2,2.7,CS4707
GA,Decatur city,81970,95.4,14.9,73.5,20.2,0.2,2.9,3.2,CS4708
GA,Deenwood CDP,43563,91.1,16.6,81.5,14.4,0.2,1.2,1.5,CS4709
GA,Deepstep town,73750,91.6,1.3,99.2,0,0,0.8,0,CS4710
GA,Demorest city,48750,88.7,12.1,88.2,3.2,0.2,1.4,6.8,CS4711
GA,Denton city,28750,76.6,14.3,78.4,20,0,0,1.2,CS4712
GA,De Soto city,35278,69.2,34.3,29.7,67.2,0,2.1,3.6,CS4713
GA,Dewy Rose CDP,"250,000+",24.7,47.8,69.5,27.3,0,3.2,1.3,CS4714
GA,Dexter town,32045,83.3,26.3,72.2,26.4,0,0.2,0.2,CS4715
GA,Dillard city,39375,81.9,17,91.4,0,0.3,0.6,24.8,CS4716
GA,Dock Junction CDP,33511,81,26.7,61.2,27.9,0.2,1.5,11.2,CS4717
GA,Doerun city,31250,77.1,34.9,52.2,44.8,0.4,0.9,1.7,CS4718
GA,Donalsonville city,30799,83.3,29.2,34.9,62.2,0,0.9,2.1,CS4719
GA,Dooling town,35644,61.7,48.4,23.4,65.6,0,0,9.7,CS4720
GA,Doraville city,42482,62.2,24.3,44,9.6,1.2,17.7,49.4,CS4721
GA,Douglas city,31465,78,25.8,41.6,52,0.2,0.9,6.3,CS4722
GA,Douglasville city,47707,88.7,19.1,36,55.9,0.2,1.8,7.2,CS4723
GA,Druid Hills CDP,87912,98.1,10.1,78.3,7.7,0.2,11,2.9,CS4724
GA,Dublin city,26849,83.7,35.6,38.1,57.6,0.2,2,2,CS4725
GA,Dudley city,51771,85.8,17.7,83,15.6,0,0,1.8,CS4726
GA,Duluth city,55660,91.5,15.4,48.7,20.2,0.4,22.3,14,CS4727
GA,Dunwoody city,79959,93.5,9.8,69.8,12.6,0.3,11.1,10.3,CS4728
GA,Du Pont town,21071,66.2,29.4,58.3,40.8,0,0,2.5,CS4729
GA,Dutch Island CDP,150000,97.6,4.2,94.3,2.8,0,1.8,2.1,CS4730
GA,East Dublin city,24732,79.4,32.1,43.5,53.7,0.1,0.2,2,CS4731
GA,East Ellijay city,30833,65.2,44.8,75.1,2.2,0.7,0,26.4,CS4732
GA,East Griffin CDP,37344,65.8,24.8,68.2,27.2,0.3,0,4.1,CS4733
GA,Eastman city,31042,83.8,27,58.8,36.5,0.3,1,4.7,CS4734
GA,East Newnan CDP,35905,60.9,6.5,53.4,18.7,0.7,0.1,32.7,CS4735
GA,East Point city,37049,84.7,27.9,16.1,74.6,0.4,0.8,11.5,CS4736
GA,Eatonton city,27321,76.3,29.5,34.7,57.3,0.2,0.5,8.1,CS4737
GA,Edge Hill city,66042,100,0,100,0,0,0,0,CS4738
GA,Edison city,17371,74.5,54.7,31.1,63.7,0.1,1,4.3,CS4739
GA,Elberton city,25763,74.4,32.9,50.7,44.4,0.3,1,5.8,CS4740
GA,Ellaville city,26204,72.6,36.3,59.2,36.1,0,0.7,4.2,CS4741
GA,Ellenton town,16667,40.8,28.7,74.4,14.6,0,0.7,19.6,CS4742
GA,Ellijay city,28836,70.9,38,75.3,1.4,0.4,0.1,30.7,CS4743
GA,Emerson city,46071,77.9,11.5,83.7,8.4,0.2,0.6,12.1,CS4744
GA,Empire CDP,25977,77.3,25.4,83.5,15.5,0.3,0.3,0.8,CS4745
GA,Enigma town,23221,73,35.1,81.4,6.3,0.1,1.1,12.8,CS4746
GA,Ephesus city,48333,77.2,19.7,95.1,2.3,0,0.2,1.9,CS4747
GA,Epworth CDP,41354,78.7,30.6,98.5,0,0,0.4,0.4,CS4748
GA,Eton city,50758,74.5,25.8,73.3,1.6,0.1,0.5,35.6,CS4749
GA,Euharlee city,58036,82.6,13.2,84.4,11.1,0.4,0.3,4.7,CS4750
GA,Evans CDP,92507,95.4,4.9,79.9,11.4,0.2,5.1,3.8,CS4751
GA,Experiment CDP,21681,60.4,43,44,52.1,0.4,0.1,3.9,CS4752
GA,Fairburn city,41841,79.3,12.5,20.1,69.9,0.4,1.7,11.9,CS4753
GA,Fairmount city,31607,71.9,19.4,94.4,3.9,0.1,0.6,0.7,CS4754
GA,Fair Oaks CDP,27431,60.7,41.5,49.9,22.1,0.9,0.6,52.7,CS4755
GA,Fairview CDP,32394,81.9,19,92.8,3.9,0.3,0.5,1.3,CS4756
GA,Fargo city,40000,67.3,25.1,75.7,19.3,2.8,0,1.6,CS4757
GA,Fayetteville city,63931,92.2,10.7,55,33.9,0.4,6.6,4.8,CS4758
GA,Fitzgerald city,25203,80.6,42.9,43.2,51.4,0.4,0.9,4.3,CS4759
GA,Flemington city,76042,96.3,8.3,37.6,50.2,0,5.4,6.7,CS4760
GA,Flovilla city,29250,67.4,25.8,50.4,48.7,0,0.3,1.4,CS4761
GA,Flowery Branch city,61385,93.7,13.6,82,8.5,0.3,2.7,13.8,CS4762
GA,Folkston city,31818,65,22,45.8,50.1,0.1,1.1,1,CS4763
GA,Forest Park city,31228,65.5,34.1,31.7,37.7,0.5,7.9,34.3,CS4764
GA,Forsyth city,22899,71.6,37.1,41.2,54.9,0.3,1.3,2.1,CS4765
GA,Fort Gaines city,19524,73.5,54.5,24.2,74.5,0,0.1,0.3,CS4766
GA,Fort Oglethorpe city,43843,84.3,18.8,88.6,4.7,0.3,2.7,2.7,CS4767
GA,Fort Stewart CDP,35550,97.6,21.4,65.2,24,0.8,1.7,11.8,CS4768
GA,Fort Valley city,20962,74.1,45.2,13.6,81.6,0.2,0.3,5.8,CS4769
GA,Franklin city,20398,64.5,39.5,66.2,27.4,0.6,1.4,2.9,CS4770
GA,Franklin Springs city,39000,91.3,22,84,11.4,0,0.8,4.8,CS4771
GA,Funston city,33472,69.8,42.8,66.1,23.8,0,0,14,CS4772
GA,Gainesville city,40706,71.2,28.3,54.2,15.2,0.6,3.2,41.6,CS4773
GA,Garden City city,32302,80.5,29.3,49.2,37.4,0.4,1.4,16.7,CS4774
GA,Garfield city,22404,68.9,17.8,82.6,16.9,0,0,0,CS4775
GA,Gay town,49167,71.9,5,80.9,16.9,0,0,2.2,CS4776
GA,Geneva town,34750,84.4,9.4,30.5,68.6,1,0,0,CS4777
GA,Georgetown CDP,49450,88.3,19.1,62.1,27.6,0.4,3.5,7.8,CS4778
GA,Georgetown-Quitman County unified government,31487,73.1,24,51.3,47.9,0.2,0.1,1.4,CS4779
GA,Gibson city,31250,74.1,19.3,86.6,11.8,0.2,0,0.3,CS4780
GA,Gillsville city,46875,84,8.7,98.3,0.4,0,0,1.7,CS4781
GA,Girard town,13750,50.5,38.3,67.9,31.4,0,0,0.6,CS4782
GA,Glennville city,43408,75,24,63.2,31.4,0.6,1.1,5,CS4783
GA,Glenwood city,16118,82.8,40.8,54.5,40.7,0.5,0.8,2.4,CS4784
GA,Good Hope city,43125,79.4,16.9,98.2,0.7,0,0,1.1,CS4785
GA,Gordon city,31917,79.6,23.7,47.9,49.7,0.1,0.8,1.2,CS4786
GA,Graham city,31250,69.9,23.9,56.4,37.8,0,0,5.8,CS4787
GA,Grantville city,48125,85.4,14.5,72.8,22.3,0.1,1.1,4.5,CS4788
GA,Gray city,50188,90.3,15.7,69.4,28.1,0.1,0.6,1.3,CS4789
GA,Grayson city,96667,95.3,9.2,62.8,23.8,0.4,9,4.8,CS4790
GA,Greensboro city,22449,65.9,47,29.1,60.1,0.2,0.1,12.7,CS4791
GA,Greenville city,25347,77.2,40.8,22.9,73.2,0.6,1.3,0.5,CS4792
GA,Gresham Park CDP,37300,82.7,28.2,8.4,89,0.1,0.3,1.5,CS4793
GA,Griffin city,30652,76.8,33.1,42.8,52.2,0.3,1.1,4,CS4794
GA,Grovetown city,55060,85.4,15.8,57.6,30,0.6,1.4,13.8,CS4795
GA,Gumbranch city,35000,88,33.5,93.6,4.5,0.8,0,1.9,CS4796
GA,Gumlog CDP,45273,77.4,25.2,91.2,5.3,0.3,0.3,1.4,CS4797
GA,Guyton city,49038,85.4,21.6,61.9,35.7,0.1,0.4,2.2,CS4798
GA,Hagan city,40714,76.2,28.1,61.5,25.9,0,1.7,12.7,CS4799
GA,Hahira city,41907,88.1,14.3,76.3,18.6,0.5,1.2,4.9,CS4800
GA,Hamilton city,40104,89.2,20,65.4,32.7,0.1,0.2,2.4,CS4801
GA,Hampton city,43838,80.9,32.4,52.7,39,0.2,0.8,8.6,CS4802
GA,Hannahs Mill CDP,34167,76.1,31.3,85.8,10.4,0.2,0.7,2.9,CS4803
GA,Hapeville city,41670,80.7,19,42.8,28.8,0.6,5.7,35.1,CS4804
GA,Haralson town,52292,79.8,4,84.9,12,0,0,4.8,CS4805
GA,Hardwick CDP,22143,67.8,37.6,21.3,76.3,0.1,0.3,1.3,CS4806
GA,Harlem city,48726,86.1,19.8,70.7,23.9,0.3,1.1,4.2,CS4807
GA,Harrison town,41125,63.8,14.9,23.5,72.6,0,0.8,2.5,CS4808
GA,Hartwell city,35581,78.5,21.5,61.3,34.5,0.1,1.1,3.1,CS4809
GA,Hawkinsville city,45023,83.9,16.7,50.4,46.9,0.2,0.9,1.8,CS4810
GA,Hazlehurst city,26848,78.2,17.3,63.3,29.6,0.1,0.7,8,CS4811
GA,Helen city,41250,95.7,26,92.5,0.6,0.4,4.7,3.5,CS4812
GA,Henderson CDP,83182,99.5,0,68.1,21.1,0.2,5.9,6.8,CS4813
GA,Hephzibah city,52188,87.4,14.5,62.1,33.7,0.2,0.4,3.1,CS4814
GA,Heron Bay CDP,74135,98.9,1.3,44.1,48.5,0.2,2.6,6.9,CS4815
GA,Hiawassee city,29663,87.3,32.8,96.8,0.3,0.1,1.3,2.7,CS4816
GA,Higgston town,25417,67.7,45.5,74.9,20.7,0,0,4.6,CS4817
GA,Hilltop CDP,33594,71.1,31.1,11.1,88.9,0,0,0,CS4818
GA,Hiltonia town,24167,61.4,36.5,32.2,66.1,0.6,0,0.9,CS4819
GA,Hinesville city,42111,90.8,16.7,40,47.4,0.5,2.6,11.5,CS4820
GA,Hiram city,49757,90.1,12,60.8,32,0.3,1,7.5,CS4821
GA,Hoboken city,52750,77.6,21.9,95.8,3.4,0.4,0,0.4,CS4822
GA,Hogansville city,27056,76.5,29.7,53.2,43.2,0.3,0.4,2.5,CS4823
GA,Holly Springs city,67488,95.8,13.9,85.7,7.2,0.3,1.8,7.9,CS4824
GA,Homeland city,33750,81.9,27.4,90.9,7.3,0.7,0,1.2,CS4825
GA,Homer town,40446,86.2,13.5,92.2,3.9,0.8,0.1,3.4,CS4826
GA,Homerville city,18083,70.6,48.7,53.1,42.6,0.6,0.2,2.1,CS4827
GA,Hoschton city,63676,82.7,7.9,92.4,3.3,0.8,0.6,7.6,CS4828
GA,Hull city,36339,70.1,28.9,71.7,13.6,0,0.5,17.2,CS4829
GA,Ideal city,15000,71,48.7,29.5,66.1,0.2,0.6,1,CS4830
GA,Ila city,35833,66.3,40.7,92.3,4.2,0,0,1.5,CS4831
GA,Indian Springs CDP,70708,91.9,12.9,93.4,1.6,0.3,1.2,2.7,CS4832
GA,Iron City town,31250,87.6,10.1,84.5,15.2,0,0,0.3,CS4833
GA,Irondale CDP,45540,88.4,23.6,24,58.5,0.6,1.4,25.2,CS4834
GA,Irwinton city,38056,73.1,15.3,37.4,55,0.3,0.5,8.1,CS4835
GA,Isle of Hope CDP,78510,95.2,3.6,96.5,1.5,0,1.2,1.3,CS4836
GA,Ivey city,36221,86.1,17,93.6,2.1,1.2,0.2,1.4,CS4837
GA,Jackson city,34846,72.8,22.8,55.3,40.9,0.2,0.5,2.9,CS4838
GA,Jacksonville city,28750,82,7.3,53.6,46.4,0,0,0.7,CS4839
GA,Jakin city,35833,72.6,29.8,65.2,31.6,1.9,0,1.3,CS4840
GA,Jasper city,46571,84.5,7.7,93.1,3.1,0.2,0.2,3.7,CS4841
GA,Jefferson city,52794,88,11.1,83.1,10,0.3,1.6,7.5,CS4842
GA,Jeffersonville city,20313,63.4,39.3,37.7,59.1,0.1,0.4,2,CS4843
GA,Jenkinsburg city,44250,79.8,25.1,63,35.4,0,0.3,1.9,CS4844
GA,Jersey city,45625,75.8,12.7,94.2,2.9,0,0,0.7,CS4845
GA,Jesup city,32188,84,31.6,53.1,40.1,0.6,0.9,9.2,CS4846
GA,Johns Creek city,105417,95.4,4.7,63.5,9.2,0.1,23.4,5.2,CS4847
GA,Jonesboro city,31387,74.9,30.6,35,58.2,0.1,2.1,7.2,CS4848
GA,Junction City town,27143,81.1,31.3,19.8,76.3,0,0,3.4,CS4849
GA,Kennesaw city,61817,92.7,9.6,64.2,22.3,0.4,5.3,10.8,CS4850
GA,Keysville city,22019,75.4,22,38,56.6,0,1.8,3.6,CS4851
GA,Kings Bay Base CDP,41167,89.5,24.7,79.3,11.2,0.5,1.3,11.3,CS4852
GA,Kingsland city,57449,92.3,8.9,69.3,23.1,0.5,2.3,5.5,CS4853
GA,Kingston city,25278,77.1,44.9,67.2,29.8,0.3,0.5,0.6,CS4854
GA,Kite city,34583,63.8,23.8,94.2,4.1,0.8,0.4,7.1,CS4855
GA,LaFayette city,29688,78.8,23.3,88.6,7.5,0.4,0.9,2.1,CS4856
GA,LaGrange city,32582,80.4,30.2,44.5,48,0.2,2.5,4.7,CS4857
GA,Lake City city,32138,72.6,22.6,31.2,42,0.2,14.9,15.3,CS4858
GA,Lakeland city,24900,72,31.3,53.4,41.3,0.1,1.4,3.9,CS4859
GA,Lake Park city,43661,81.4,24.5,78.6,14.2,0.3,0.7,5.7,CS4860
GA,Lakeview CDP,34514,75.4,19.1,94.5,1.4,0.6,1.1,1.3,CS4861
GA,Lakeview Estates CDP,24813,36.9,38.1,53.8,2.7,0.7,0.4,85.6,CS4862
GA,Lavonia city,29450,80.7,23.9,67.2,24.3,0.4,0.5,10.7,CS4863
GA,Lawrenceville city,41743,81.3,24.4,48,32,0.6,5.7,22.3,CS4864
GA,Leary city,35625,79,10.8,22.5,76.1,0,1.1,0.6,CS4865
GA,Leesburg city,56964,84.3,19.9,70.6,25.5,0.2,1,2.5,CS4866
GA,Lenox town,26667,75.2,34.6,56.4,36,0.2,0.9,6.4,CS4867
GA,Leslie city,31500,74.3,31.8,52.6,42.3,0,1.2,5.9,CS4868
GA,Lexington city,31250,91.2,20.1,75,23.7,0,0,0,CS4869
GA,Lilburn city,51140,77.2,17,52.7,16.4,0.5,15.2,27.4,CS4870
GA,Lilly city,20655,71,53.5,46.9,50.2,0,0,1.9,CS4871
GA,Lincoln Park CDP,28538,55.1,35.4,7.4,91.1,0.2,0.5,0.2,CS4872
GA,Lincolnton city,31475,83.3,27.3,53.3,44.4,0.3,1.1,1,CS4873
GA,Lindale CDP,33608,80.4,22.1,89.9,4.2,0.1,1.1,4.9,CS4874
GA,Lithia Springs CDP,37488,83.2,31.3,45.7,40.1,0.4,1.4,17.6,CS4875
GA,Lithonia city,26913,83.9,27.1,10.4,85.2,0.1,0.2,5.8,CS4876
GA,Locust Grove city,44342,80.3,9,55.7,37.4,0.3,1.7,5.3,CS4877
GA,Loganville city,57045,87.4,9.2,70,22.1,0.3,2.3,6.8,CS4878
GA,Lone Oak town,37917,73.6,22.6,70.7,26.1,0,3.3,0,CS4879
GA,Lookout Mountain city,102262,99.7,4.1,97.9,0.6,0.1,0.2,1.4,CS4880
GA,Louisville city,25147,73.5,32.9,28.5,70.4,0,0.6,0.7,CS4881
GA,Lovejoy city,37256,86,17.3,18.8,71.1,0.5,0.7,13.6,CS4882
GA,Ludowici city,37250,82.3,14.9,61.8,32,0.6,0.5,3.9,CS4883
GA,Lula city,51532,82.6,13.4,86,7.4,0.7,1.1,5.3,CS4884
