State,City,%medianIncome,%highSchoolAbove25,%belowPoverty,%White,%Black,%NativeAmerican,%Asian,%Hispanic,ID
SD,Onida city,58750,94.9,4.7,95.4,0,1.8,0,0.8,CS22380
SD,Orient town,45313,93.9,9.5,100,0,0,0,0,CS22381
SD,Ortley town,45833,90,25,84.6,0,12.3,0,0,CS22382
SD,Parker city,51691,92.7,4.2,97.1,0.3,0.6,0.1,2,CS22383
SD,Parkston city,39609,84.8,9.1,97.1,0.2,1.7,0.1,0.5,CS22384
SD,Parmelee CDP,24861,68.8,42.6,1.1,0,98.4,0,0.9,CS22385
SD,Peever town,50833,92.7,27.9,28.6,0,65.5,0,2.4,CS22386
SD,Philip city,31574,88.3,9.7,94.4,0.3,2.2,0.8,1.2,CS22387
SD,Pickstown town,62813,91.7,14.1,82.6,0,10.4,0.5,1,CS22388
SD,Piedmont city,72794,95.2,4.5,91.4,0.5,6.8,0,1.8,CS22389
SD,Pierpont town,50938,93.7,5.6,95.6,0.7,1.5,0,1.5,CS22390
SD,Pierre city,53201,89.2,11.6,85.1,0.5,10.9,0.6,1.9,CS22391
SD,Pine Lakes Addition CDP,105313,92.9,0,99,0,0,0.3,2.5,CS22392
SD,Pine Ridge CDP,37500,77.6,47.4,1.5,0,97.6,0.1,2.2,CS22393
SD,Plankinton city,46845,81.3,7.2,92.8,0.7,0.4,0,10.2,CS22394
SD,Platte city,49500,89.5,6.1,98.5,0,0.6,0,0.1,CS22395
SD,Pollock town,30288,82.1,9.7,97.9,0,0.4,0,1.7,CS22396
SD,Porcupine CDP,23558,74.4,60.2,0.9,0,98.7,0,1.8,CS22397
SD,Presho city,47232,95.2,2.3,95.8,0,2.4,0,0.2,CS22398
SD,Pringle town,39286,92.8,6.1,93.8,0,2.7,0,3.6,CS22399
SD,Pukwana town,38750,91,14.5,79.6,0,10.9,0.7,4.2,CS22400
SD,Quinn town,59375,96.8,2.2,85.2,0,7.4,1.9,1.9,CS22401
SD,Ramona town,32778,90.4,8.3,94.3,0,1.7,1.1,3.4,CS22402
SD,Rapid City city,46966,91.7,15.2,80.4,1.1,12.4,1.2,4.1,CS22403
SD,Rapid Valley CDP,58814,96.2,4.3,90,0.7,4.2,0.9,3.2,CS22404
SD,Raymond town,38125,67.3,25.5,98,2,0,0,2,CS22405
SD,Redfield city,37757,92.5,15.6,96.9,0.5,0.9,0.1,1.4,CS22406
SD,Reliance town,52813,92.4,8.1,77,0.5,17.8,0,1.6,CS22407
SD,Revillo town,56607,87,19,98.3,0,0,0,0,CS22408
SD,Richland CDP,43409,65.5,34.8,96.6,0,0,1.1,0,CS22409
SD,Rockham town,63333,100,0,100,0,0,0,0,CS22410
SD,Roscoe city,33750,76.4,22.4,97,0.9,0.3,0,4.6,CS22411
SD,Rosebud CDP,31172,75,43.7,3.4,0.2,95,0.1,4.9,CS22412
SD,Rosholt town,50417,89.7,14,92.7,0,3.3,0,0.2,CS22413
SD,Roslyn town,26042,85.5,12.4,97.8,0,1.1,0,0,CS22414
SD,St. Charles CDP,55938,100,0,81.8,0,9.1,0,0,CS22415
SD,St. Francis town,21250,81.1,61.5,5.1,0.4,93.8,0,1.8,CS22416
SD,St. Lawrence town,65938,93.4,4.7,99,0,0.5,0,0,CS22417
SD,Salem city,49750,91.3,9.4,98.8,0.1,0.1,0,1.9,CS22418
SD,Scotland city,40156,80.7,10.6,96.7,1,0.8,0.2,0.2,CS22419
SD,Selby city,46696,84.2,10.4,96.7,0,2,0,0.5,CS22420
SD,Seneca town,29167,100,0,97.4,0,0,2.6,13.2,CS22421
SD,Sherman town,70417,98,1.3,100,0,0,0,0,CS22422
SD,Shindler CDP,104875,97.9,5.1,97.9,0,0.2,1.2,0.7,CS22423
SD,Sioux Falls city,52494,90.9,12.1,86.8,4.2,2.7,1.8,4.4,CS22424
SD,Sisseton city,34929,81.2,28.9,47,0.1,47.8,0.4,1.6,CS22425
SD,Soldier Creek CDP,15729,41.4,89.6,0.9,0,98.7,0,1.8,CS22426
SD,South Shore town,46406,88.6,6.7,95.1,0.4,1.8,0,1.8,CS22427
SD,Spearfish city,43046,94.4,15.9,93.5,0.4,2,1.1,2.7,CS22428
SD,Spencer city,37500,81.3,27.4,96.8,0.6,0,0,2.6,CS22429
SD,Springfield city,32500,85.8,16.5,70.7,2.9,23.3,0.1,3.7,CS22430
SD,Stickney town,41964,91.8,12.8,98.9,0,0,1.1,0.4,CS22431
SD,Strandburg town,41250,94.8,11.1,95.8,0,4.2,0,0,CS22432
SD,Stratford town,46250,89.1,20.8,95.8,0,4.2,0,0,CS22433
SD,Sturgis city,35818,90.1,15.8,93.9,0.2,2.3,0.4,2.6,CS22434
SD,Summerset city,72833,96,9,93,1,2.5,0.4,2.4,CS22435
SD,Summit town,45938,76.8,27.2,63.5,0.3,29.2,0.3,1,CS22436
SD,Tabor town,39583,92.9,9.3,94.8,0,0,0.2,3.5,CS22437
SD,Tea city,76078,96.2,3.6,96.9,0.7,0.1,0.1,1.3,CS22438
SD,Timber Lake city,42292,82.3,17.7,51.5,0,43.1,0,0.5,CS22439
SD,Tolstoy town,23750,83.3,0,97.2,0,0,2.8,2.8,CS22440
SD,Toronto town,30000,94.9,22,93.4,0,3.8,0,4.2,CS22441
SD,Trent town,57386,95.9,15.5,91.4,0.9,3.4,0.9,0.4,CS22442
SD,Tripp city,30556,78.3,24.4,98.5,0,0.6,0.2,1.7,CS22443
SD,Tulare town,49375,96.8,8.9,98.1,0,0.5,0.5,0.5,CS22444
SD,Turton town,58250,86.7,11.6,100,0,0,0,0,CS22445
SD,Twin Brooks town,55000,94.6,0,100,0,0,0,0,CS22446
SD,Tyndall city,39583,86.4,14.1,97.9,0.1,0.7,0,1.6,CS22447
SD,Utica town,37500,90.6,16.3,86.2,4.6,1.5,0,4.6,CS22448
SD,Vale CDP,23333,90.7,12.5,97.8,0,0.7,0,2.2,CS22449
SD,Valley Springs city,54286,93.3,3.4,95.9,0.5,0.7,0.1,1.2,CS22450
SD,Veblen city,37500,81.3,31,37.1,0.2,12.6,0,52.9,CS22451
SD,Vermillion city,29254,96,35.7,89.6,1.7,3.6,2.1,2.4,CS22452
SD,Viborg city,31181,85.6,17.6,98.6,0,0.8,0,0.6,CS22453
SD,Vienna town,64375,88.5,42.2,95.6,0,0,0,0,CS22454
SD,Vilas town,56563,83.3,0,100,0,0,0,0,CS22455
SD,Virgil town,53125,57.1,0,100,0,0,0,0,CS22456
SD,Vivian CDP,60417,100,0,95.8,0,0.8,0,5.9,CS22457
SD,Volga city,55875,95.5,6.6,98.2,0.3,0.4,0.3,2.7,CS22458
SD,Volin town,56667,90,10.9,99.4,0,0,0,0,CS22459
SD,Wagner city,34958,86.2,23.5,54.7,0.2,40.5,0.2,3,CS22460
SD,Wakonda town,41250,85.1,13.5,98.4,0.3,0,0,1.2,CS22461
SD,Wall town,45000,97.8,8.6,88.9,0.1,7,0.1,1,CS22462
SD,Wallace town,53750,100,1.9,96.5,2.4,0,0,0,CS22463
SD,Wanblee CDP,41875,91.2,46.6,1.9,0,94.5,0,2.8,CS22464
SD,Ward town,55729,100,2,93.8,0,2.1,0,0,CS22465
SD,Warner town,69375,95.2,3.2,95.8,0.4,1.5,0.7,0.9,CS22466
SD,Wasta town,37679,92.3,1,100,0,0,0,1.3,CS22467
SD,Watertown city,46766,91.6,11.1,94.8,0.4,2.4,0.5,1.6,CS22468
SD,Waubay city,40781,87.7,36.3,59.9,0,36.5,0.3,2.3,CS22469
SD,Webster city,29861,87.7,26.9,95.1,0.2,2.3,0.2,0.7,CS22470
SD,Wentworth village,42969,94.7,13.4,99.4,0,0.6,0,0.6,CS22471
SD,Wessington city,35096,85.9,18.1,98.8,0,0,0,1.2,CS22472
SD,Wessington Springs city,42458,86.8,9.6,99,0,0.3,0.3,0.6,CS22473
SD,Westport town,48125,89,2.5,92.5,0,4.5,0,3,CS22474
SD,White city,46719,92.7,10.4,98.4,0,0,0.8,0.4,CS22475
SD,Whitehorse CDP,37188,76.3,52.5,2.8,0,95.7,0,4.3,CS22476
SD,White Lake city,38750,88.4,12.6,94.9,1.1,0.3,2.7,1.6,CS22477
SD,White River city,33750,85.9,34.9,48.9,0.3,40.6,0.3,2.1,CS22478
SD,Whitewood city,41786,92.6,22.4,91.9,0.8,3.7,0.1,2.5,CS22479
SD,Willow Lake city,31250,85.7,26.9,92,0,0,0,8,CS22480
SD,Wilmot city,45833,79.6,9.9,89.4,0,7.9,0,1.4,CS22481
SD,Winfred CDP,53333,65.3,0,98.1,0,0,0,1.9,CS22482
SD,Winner city,34331,83.7,28.6,82.1,0.2,14,0.3,1.4,CS22483
SD,Wolsey town,48750,90.4,7.8,99.2,0,0,0.3,0.8,CS22484
SD,Woonsocket city,40750,91.2,7.8,98.3,0,0.3,0.3,1.5,CS22485
SD,Worthing city,66083,91.2,0.9,96.6,1,0.8,0.3,0.7,CS22486
SD,Yale town,53542,81.5,21.4,95.4,0.9,0,0,0,CS22487
SD,Yankton city,40180,91,16.9,92.1,2.1,2.3,0.7,3.4,CS22488
TN,Adams city,56667,86.4,20.8,93.5,3.2,0.5,0.9,2.5,CS22489
TN,Adamsville town,30392,70.2,24.3,95.7,1.3,0.5,0.1,1.7,CS22490
TN,Alamo town,35441,76.1,21.9,72.3,15.8,0,0.1,11.9,CS22491
TN,Alcoa city,36215,87.2,24.8,79.1,14,0.2,0.5,6.8,CS22492
TN,Alexandria town,50781,86.6,14.5,93.4,4.1,0.4,0.2,1.1,CS22493
TN,Algood city,49375,82,17.1,92.8,3.3,0.2,0.8,2.5,CS22494
TN,Allardt city,39145,81,23.2,99.7,0,0,0,0.2,CS22495
TN,Altamont town,25641,62.7,31.3,98.5,0,0.6,0,1,CS22496
TN,Andersonville CDP,37656,76.1,0,98.5,0,0.4,0.2,1.5,CS22497
TN,Apison CDP,56905,94.4,14.3,95.8,1,0.6,0.7,3.4,CS22498
TN,Ardmore city,37350,82,23.9,91.9,3.5,0.8,0.5,3,CS22499
TN,Arlington town,93000,94.1,3.4,81.2,13.8,0.2,1.8,3,CS22500
TN,Ashland City town,39777,85.8,19.1,90.3,3.5,0.4,0.7,5.2,CS22501
TN,Athens city,30167,84.6,29.2,84.5,8.1,0.3,1.6,5.3,CS22502
TN,Atoka town,83961,92.1,6.3,84.5,11,0.5,1.4,2.6,CS22503
TN,Atwood town,32500,77,19.9,80.8,16.7,0.9,0,1.4,CS22504
TN,Auburntown town,45156,85.5,17.7,93.7,1.9,0,0.4,3.3,CS22505
TN,Baileyton town,33456,82.7,30.9,99.3,0.2,0,0.2,0.2,CS22506
TN,Baneberry city,64375,91.5,7.7,98.8,0.4,0.2,0,2.1,CS22507
TN,Bartlett city,81158,94.2,5.7,78.7,16.1,0.3,2.5,2.7,CS22508
TN,Baxter town,25929,76.9,32.6,97.1,0.3,0.2,1,1.8,CS22509
TN,Bean Station city,31007,77.8,23.8,96.8,0.6,0.5,0.1,2.3,CS22510
TN,Beersheba Springs town,25250,45.8,30.7,98.5,0,0,0.2,0,CS22511
TN,Bell Buckle town,61458,91.3,9,87.4,2.8,0,8.2,3.2,CS22512
TN,Belle Meade city,201289,98.9,3.7,98.2,0.2,0.1,0.8,0.8,CS22513
TN,Bells city,37422,75.5,17.3,60.1,20.6,0.1,0.5,19.2,CS22514
TN,Benton town,37344,75.4,19,97.5,0.7,0.4,0,1.1,CS22515
TN,Berry Hill city,51591,91.9,10.5,85.7,5.6,0.2,2.8,6.3,CS22516
TN,Bethel Springs town,33750,77.5,19.9,82.3,16.9,0.1,0.1,1.4,CS22517
TN,Big Sandy town,20813,75,37.9,98.2,0,0.9,0.2,0.2,CS22518
TN,Blaine city,43000,80.6,10.8,98.2,0.9,0,0.1,0.9,CS22519
TN,Bloomingdale CDP,32757,82.3,25.7,96.8,0.7,0.3,0.3,1.3,CS22520
TN,Blountville CDP,36362,78.1,18.4,95.9,2.5,0.2,0.3,1.3,CS22521
TN,Bluff City city,39896,85.8,25,96.9,1.1,0.2,0.3,0.9,CS22522
TN,Bolivar city,31272,78.1,35,35.7,61.6,0.2,1,1.3,CS22523
TN,Bon Aqua Junction CDP,24738,71.8,19.7,95.8,2.4,0.2,0.2,0.7,CS22524
TN,Braden town,51964,78.4,0.8,88.3,10.6,0,0.7,1.8,CS22525
TN,Bradford town,43750,85.5,20.6,90.7,7.1,0.3,0.2,1,CS22526
TN,Brentwood city,141833,98.3,2.6,90,3,0.2,5,2.1,CS22527
TN,Brighton town,57958,84.3,12.2,80.8,15.6,0.4,0.6,2.3,CS22528
TN,Bristol city,38551,83.5,16.3,93.3,3.4,0.3,0.7,1.9,CS22529
TN,Brownsville city,27879,79.5,26.8,30.9,64.7,0.2,0.1,4.7,CS22530
TN,Bruceton town,38333,77.1,24.7,94,3,0.3,0.1,2.6,CS22531
TN,Bulls Gap town,37000,80.6,15.3,98,0.3,0,0,0.7,CS22532
TN,Burlison town,40208,83.8,8.8,99.1,0,0.2,0,0.7,CS22533
TN,Burns town,45104,83.5,18.5,96.1,1.6,0.3,0,1.8,CS22534
TN,Byrdstown town,25613,76.2,35.8,98,0.1,0.4,0,2.6,CS22535
TN,Calhoun town,38750,85.4,13.7,97.8,0.4,0.4,0,1,CS22536
TN,Camden city,28073,78.6,34.1,92.7,4.1,0.4,0.3,3.2,CS22537
TN,Carthage town,31742,74,24.3,88,7.2,0.9,0.3,3.3,CS22538
TN,Caryville town,32829,78.2,21.8,97.7,0,0.3,0.3,1.8,CS22539
TN,Castalian Springs CDP,58646,86.7,0.2,93,4.5,0.4,0.9,1.3,CS22540
TN,Cedar Hill city,37206,72.4,24.9,89.2,6.7,0,0,2.5,CS22541
TN,Celina city,19913,74.5,34.6,96.3,1.3,0.3,0.1,3.1,CS22542
TN,Centertown town,46250,91.6,6.4,98.8,0,0.4,0,0.4,CS22543
TN,Centerville town,36368,77.3,18.9,94.1,3.6,0.3,0.2,1.9,CS22544
TN,Central CDP,26859,71.6,27.6,96,0.7,0.2,0.5,1.7,CS22545
TN,Chapel Hill town,40625,86.9,6.6,92.3,3.9,0.8,0,2.7,CS22546
TN,Charleston city,39375,78.8,24.6,77.3,19.8,0.2,0.3,4.1,CS22547
TN,Charlotte town,28667,65,24.2,87.5,9.8,0.1,0,2.4,CS22548
TN,Chattanooga city,40177,85.2,22.6,58,34.9,0.4,2,5.5,CS22549
TN,Chesterfield CDP,39018,83.9,22.7,97,2.1,0.2,0,1.9,CS22550
TN,Church Hill city,43902,87,14.2,96.6,1.4,0.2,0.6,1.4,CS22551
TN,Clarkrange CDP,43459,85.4,10,99.7,0,0,0,1.2,CS22552
TN,Clarksburg town,40000,78.6,7.8,94.1,3.8,0,0,0.5,CS22553
TN,Clarksville city,46947,92.2,17.4,65.6,23.2,0.6,2.3,9.3,CS22554
TN,Cleveland city,36669,82.5,25,83.9,7.4,0.4,1.5,7.5,CS22555
TN,Clifton city,25469,69.5,26.8,64.6,33.7,0.2,0.3,2.9,CS22556
TN,Clinton city,40729,87.3,13.4,94.9,2,0.3,0.5,1.7,CS22557
TN,Coalfield CDP,53594,89.9,13.8,98.1,0.1,0.2,0.1,0.3,CS22558
TN,Coalmont city,25862,68.3,28,97.7,0,0.4,0,0.1,CS22559
TN,Collegedale city,51587,92.5,7.6,82,7.3,0.4,4.1,12.4,CS22560
TN,Collierville town,110084,96.5,4,79.7,10.9,0.2,7.1,2.6,CS22561
TN,Collinwood city,29107,75.3,18.6,96,0.1,0.4,0.2,3.4,CS22562
TN,Colonial Heights CDP,42319,93.1,7.9,96,1.2,0.3,1.2,1.1,CS22563
TN,Columbia city,36426,85.1,23.2,72.1,20.8,0.3,0.8,7,CS22564
TN,Cookeville city,28275,86.2,33.7,87.9,3.4,0.6,2,7,CS22565
TN,Coopertown town,62375,92.1,4.6,94.6,2.2,0.5,0.8,2,CS22566
TN,Copperhill city,19274,79.1,54.9,93.5,0.6,0.3,0.3,5.9,CS22567
TN,Cornersville town,44934,85.8,14.5,95.4,2.3,0.6,0.3,1.8,CS22568
TN,Cottage Grove town,38500,88.6,28.1,100,0,0,0,2.3,CS22569
TN,Cottontown CDP,61250,92.1,7.3,96.2,0.5,0.8,0.8,3.8,CS22570
TN,Covington city,28571,78.8,29.2,46.5,51,0.3,0.3,1.2,CS22571
TN,Cowan city,30417,71,27.2,83.7,11.2,0.6,0.5,2,CS22572
TN,Crab Orchard city,36696,66.6,19.8,98.4,0.3,0,0.3,0.9,CS22573
TN,Cross Plains city,64554,85.5,8.6,93.6,3.4,0.4,0.3,2.3,CS22574
TN,Crossville city,26364,79.1,29.1,93.5,0.5,0.6,0.9,5.5,CS22575
TN,Crump city,29063,75.9,25.8,96.2,0.8,0.4,0.6,1.2,CS22576
TN,Cumberland City town,18750,84.9,43.6,87.1,10.3,0.3,1,0.3,CS22577
TN,Cumberland Gap town,15000,85.4,47.2,86.6,4.3,0.6,4.9,0.6,CS22578
TN,Dandridge town,46750,81.8,14,93.2,4.3,0.2,0.6,1.5,CS22579
TN,Darden CDP,48000,72.5,26.4,96.5,1.5,0,0.3,0.3,CS22580
TN,Dayton city,27594,72.8,35.1,88.6,4.8,0.5,0.8,5.6,CS22581
TN,Decatur town,29141,84.3,21.9,97.9,0.6,0.8,0.1,1,CS22582
TN,Decaturville town,27708,73.3,26.2,85.2,12.8,0.2,0,1.4,CS22583
TN,Decherd city,32629,75.6,25.8,82.4,11.8,0.6,0.3,3.4,CS22584
TN,Dickson city,37045,84,19.4,84.1,8.8,0.4,0.8,6,CS22585
TN,Dodson Branch CDP,36161,81.8,16.3,97.4,0.7,0.6,0.2,2.2,CS22586
TN,Dover city,37000,84.4,31.2,95.6,1.9,0.2,0.2,1.3,CS22587
TN,Dowelltown town,40000,85.1,17.6,90.7,6.5,0,0,1.1,CS22588
TN,Doyle town,29464,80.9,21,98.3,0.2,0,0.2,1.7,CS22589
TN,Dresden town,30114,79.7,21,92.1,4.8,0.2,0.4,1.1,CS22590
TN,Ducktown city,22813,66.4,23.8,96.2,0.2,0,0,0.2,CS22591
TN,Dunlap city,35119,75.2,16,92.9,0.3,0.4,0.2,6.3,CS22592
TN,Dyer city,31130,83,21.6,77.7,19.8,0,0.1,0.9,CS22593
TN,Dyersburg city,34948,83,23.5,69.5,25.9,0.2,0.8,3,CS22594
TN,Eagleton Village CDP,35913,81.5,18.3,92.4,3,0.2,0.2,5.9,CS22595
TN,Eagleville city,56500,88.6,9.8,95,2.2,0.2,1,3.1,CS22596
TN,East Cleveland CDP,26750,72.3,39.8,89.1,6.2,0.6,0.2,3.9,CS22597
TN,East Ridge city,38909,85.3,13.3,83.4,9.9,0.5,1.8,5,CS22598
TN,Eastview town,36181,85.7,24,93.3,4.3,0.3,0.3,1.3,CS22599
TN,Elgin CDP,28929,86.6,12.6,99.3,0,0.4,0.4,0,CS22600
TN,Elizabethton city,30217,81.9,23.7,94,3.1,0.1,0.6,2,CS22601
TN,Elkton city,46528,82.5,10,74.2,20.9,0.5,0,1,CS22602
TN,Englewood town,26994,77.6,22.4,94.5,0.7,1,0.3,1.8,CS22603
TN,Enville town,37500,78.6,15,94.2,2.6,0.5,0,0,CS22604
TN,Erin city,28182,70.3,35.9,90.1,6.6,0.2,0.2,1.1,CS22605
TN,Erwin town,29133,79.7,32,95.1,0.1,0.2,0.1,5.2,CS22606
TN,Estill Springs town,46938,85.9,11,94.9,1.9,0.2,0.7,0.9,CS22607
TN,Ethridge town,30313,83.8,34.9,98.1,0,0.2,0.6,1.3,CS22608
TN,Etowah city,27162,83.3,27.9,93.5,2.3,0.3,0.5,1.9,CS22609
TN,Eva CDP,38929,69.5,3.1,97.6,1,0.3,0,1,CS22610
TN,Fairfield CDP,40833,34.5,2.6,94.7,0,1.5,0,2.3,CS22611
TN,Fairfield Glade CDP,47911,95.6,4.6,98.2,0.5,0.1,0.3,1,CS22612
TN,Fairgarden CDP,53750,100,9.8,97.2,0,0.2,0.6,1.1,CS22613
TN,Fairmount CDP,98061,98.3,3.8,97.7,0.3,0.1,0.8,1.3,CS22614
TN,Fairview city,59406,87,6.6,95.8,1.1,0.4,0.6,2.8,CS22615
TN,Fall Branch CDP,46906,90.5,10.9,98.5,0.2,0.2,0.2,0.2,CS22616
TN,Falling Water CDP,67708,88.9,4.3,98.1,0.3,0,0.6,0.5,CS22617
TN,Farragut town,107590,97.4,4.5,90.6,1.9,0.2,5.4,2.5,CS22618
TN,Fayetteville city,29224,79.9,32.2,71.6,23.7,0.4,0.6,3.4,CS22619
TN,Fincastle CDP,36902,77.8,13.7,98.9,0,0.1,0.2,0.8,CS22620
TN,Finger city,34167,73,16.2,94.6,2,0.3,0.3,4.7,CS22621
TN,Flat Top Mountain CDP,57132,97.1,5.4,99.1,0,0,0,1.2,CS22622
TN,Flintville CDP,31315,78.2,20.4,95.1,0.8,0.2,0.5,1.8,CS22623
TN,Forest Hills city,199464,99.3,3.8,95.8,1.4,0,1.5,1.2,CS22624
TN,Franklin city,85671,94.5,6.9,84.4,6.7,0.2,3.8,7.6,CS22625
TN,Friendship city,25385,72.9,27.6,81,9.1,1.2,0,10.5,CS22626
TN,Friendsville city,45556,86.4,15.6,96.4,1,0.1,0.3,1.6,CS22627
TN,Gadsden town,33393,82,22.7,81.9,15.5,0,0.4,1.7,CS22628
TN,Gainesboro town,21711,67.8,41.1,99,0.4,0.1,0.1,0.5,CS22629
TN,Gallatin city,47957,85.1,12.8,77.7,14.7,0.3,0.8,8,CS22630
TN,Gallaway city,16741,71.2,50.5,48.5,49.4,0.1,0,0.4,CS22631
TN,Garland town,60357,90.9,5.5,97.1,0,0,0.3,0.3,CS22632
TN,Gates town,27500,80.6,36.1,39.1,58.1,0.6,0,1.2,CS22633
TN,Gatlinburg city,36175,83.4,13.7,85.3,0.6,0.4,2.8,15,CS22634
TN,Germantown city,109464,97.6,4.6,89.5,3.6,0.2,5.2,1.9,CS22635
TN,Gibson town,42917,82.4,6.2,94.9,3.8,0,0.3,0,CS22636
TN,Gilt Edge city,37500,81.1,15.8,96.9,1.3,0.8,0,0.8,CS22637
TN,Gleason town,29583,76.7,30.3,96.5,1.4,0.3,0.2,1.2,CS22638
TN,Goodlettsville city,53763,88.9,11.9,74.7,18.5,0.2,2.4,4,CS22639
TN,Gordonsville town,44615,85.7,19,95.2,1.8,0.1,0.8,1.7,CS22640
TN,Graball CDP,51705,95.4,0,96.6,0,0,0,3,CS22641
TN,Grand Junction city,34427,80,25,60.3,37.5,0.3,0,0,CS22642
TN,Gray CDP,51542,90.8,9.4,96.4,0.7,0.2,0.2,2,CS22643
TN,Graysville town,26929,68.3,42.4,95,1.1,0.9,0.3,1.9,CS22644
TN,Greenback city,43750,82.2,12,97.3,0.4,0.2,0.4,2.6,CS22645
TN,Greenbrier town,49491,88.1,8.3,96,0.9,0.3,0.6,2.6,CS22646
TN,Greeneville town,31449,81.3,23.6,89.1,5.6,0.2,0.8,4.4,CS22647
TN,Greenfield city,33854,80.8,18.6,89.6,8.9,0.1,0.1,1.1,CS22648
TN,Green Hill CDP,74559,95.6,3.6,94,2.9,0.3,0.7,2.1,CS22649
TN,Grimsley CDP,34257,74.7,28.8,97.8,0.3,0.3,0,0.6,CS22650
TN,Gruetli-Laager city,31581,75.2,29.8,98.6,0,0,0.2,0.7,CS22651
TN,Guys town,21310,80.6,27.9,75.3,23.2,0,0,0.6,CS22652
TN,Halls town,37269,78.6,32.7,70.2,26.9,0.4,0,1.3,CS22653
TN,Harriman city,21862,79.3,33.4,89.4,7.2,0.3,0.5,1.3,CS22654
TN,Harrison CDP,51967,89.5,5.9,75.7,19.8,0.2,1.2,2.4,CS22655
TN,Harrogate city,56979,87.3,9.3,94.2,2.1,0.3,2,0.7,CS22656
TN,Hartsville/Trousdale County,41029,78.7,17.3,87.1,9.6,0.4,0.2,2.5,CS22657
TN,Helenwood CDP,40833,93.1,7.3,99.2,0,0.2,0,0.6,CS22658
TN,Henderson city,33850,76.8,33.3,79.7,16.1,0.5,0.4,2.9,CS22659
TN,Hendersonville city,61786,93.8,6.6,88.6,6.3,0.3,1.6,3.6,CS22660
TN,Henning town,21964,57.5,33.6,20.1,75.3,3,0.1,1,CS22661
TN,Henry town,28625,66,29.2,79.5,10.1,0.6,0,13.4,CS22662
TN,Hillsboro CDP,45139,92.1,12.1,99.6,0,0,0,0.4,CS22663
TN,Hohenwald city,36050,80.9,29.5,93.8,3.2,0.1,0.8,2,CS22664
TN,Hollow Rock town,31534,79.4,27.6,89.1,6.8,0.4,0.6,1.7,CS22665
TN,Hopewell CDP,67586,93,4.5,95.8,2.3,0.4,0.4,1.7,CS22666
TN,Hornbeak town,35972,81.8,13.5,98.8,0,0,0,0,CS22667
TN,Hornsby town,32083,81.2,24.3,95.4,2,0,0,2,CS22668
TN,Humboldt city,31684,81.1,22.9,49,47.9,0.1,0.2,3.1,CS22669
TN,Hunter CDP,43971,88.9,32.2,98.4,0,0.1,0.1,1.5,CS22670
TN,Huntingdon town,24909,72.5,29.9,79.2,17.5,0.2,0.2,1.8,CS22671
TN,Huntland town,37679,77.2,10.8,95.1,1.9,0.5,0.1,3.9,CS22672
TN,Huntsville town,19727,69.6,28.5,98.3,0.1,0.4,0.1,0.6,CS22673
TN,Jacksboro town,37813,79.4,10.7,98.1,0.1,0.1,0.1,1.6,CS22674
TN,Jackson city,38153,87.5,24,49.2,45.7,0.2,1.2,4,CS22675
TN,Jamestown city,15721,66.5,50.5,96.6,0.1,0.7,0,2.7,CS22676
TN,Jasper town,47500,82.5,5.3,89.4,7.9,0.4,0.5,1.6,CS22677
TN,Jefferson City city,33672,82.6,23.3,86.9,5.9,0.5,1.2,7.7,CS22678
TN,Jellico city,23775,67.4,29.6,95.2,1.8,0.4,1.1,0.8,CS22679
TN,Johnson City city,39566,89.3,23.1,86.9,6.6,0.3,2,4.2,CS22680
TN,Jonesborough town,50378,85.1,13.1,92.7,4.4,0.1,0.6,1.8,CS22681
TN,Kenton town,29167,82.7,18.2,80.9,16.1,0,0.5,2.2,CS22682
TN,Kimball town,45000,82.1,12.7,93.6,0.9,0.1,2.9,2.2,CS22683
TN,Kingsport city,37465,87.6,20.1,91.9,4.1,0.3,1,2.1,CS22684
TN,Kingston city,45377,88.3,11.4,93.5,3.5,0.1,0.8,1.7,CS22685
TN,Kingston Springs town,65767,91.9,12.5,96.8,1.1,0.1,0.5,1.7,CS22686
TN,Knoxville city,34226,87.8,25.7,76.1,17.1,0.4,1.6,4.6,CS22687
TN,Lafayette city,29181,68,18,96.3,0.5,0.3,0.5,4.5,CS22688
TN,La Follette city,25330,70.1,31.9,97,0.4,0.3,0.2,1.5,CS22689
TN,La Grange town,57250,84.3,9.1,90.2,9.8,0,0,0,CS22690
TN,Lake City city,22663,67,33.4,97.6,0.1,0.2,0.3,1.1,CS22691
TN,Lakeland city,96964,94.9,4.4,83.3,9.4,0.2,4.4,3.4,CS22692
TN,Lakesite city,70809,89.6,8.3,96.7,0.8,0.4,0.9,1.8,CS22693
TN,Lake Tansi CDP,42946,87.2,15.2,98.1,0.3,0.4,0.1,1.1,CS22694
TN,Lakewood Park CDP,27807,68.4,38.1,96.2,0.3,1.5,0.2,1.9,CS22695
TN,La Vergne city,54659,86.3,10.4,63,23,0.3,3.3,13,CS22696
TN,Lawrenceburg city,29443,76.1,20.1,90.9,4.5,0.5,0.5,3.1,CS22697
TN,Lebanon city,41515,81.9,16.3,80.7,12,0.3,1.3,6.2,CS22698
TN,Lenoir City city,35163,73,27.8,87.3,1.6,0.5,0.6,17.5,CS22699
TN,Lewisburg city,34201,75.9,22,78.3,13.7,0.2,0.7,7.8,CS22700
TN,Lexington city,42337,81.2,20.8,80.5,14.3,0.2,0.5,3.3,CS22701
TN,Liberty town,34750,77.5,25.1,99.4,0,0,0,0.6,CS22702
